trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_area_id,drop_off_area_id,pickup_service_area_radius,drop_off_service_area_radius
t_728653_b_none_tn_4,21:47:00,21:47:00,781741,1,,0,0,0,0,,,,,1,1,,,,
t_728653_b_none_tn_4,21:49:00,21:49:00,781739,2,,0,0,789.174770670872,0,,,,,1,1,,,,
t_728653_b_none_tn_4,21:50:00,21:50:00,781737,3,,0,0,1496.47423912102,0,,,,,1,1,,,,
t_728653_b_none_tn_4,21:51:00,21:51:00,781735,4,,0,0,1892.63578008763,0,,,,,1,1,,,,
t_728653_b_none_tn_4,21:53:00,21:53:00,781733,5,,0,0,2582.77545428344,0,,,,,1,1,,,,
t_728653_b_none_tn_4,22:01:00,22:04:00,781716,6,,0,0,4860.76694723435,0,,,,,1,1,,,,
t_728653_b_none_tn_4,22:07:00,22:07:00,781729,7,,0,0,6013.58220485545,0,,,,,1,1,,,,
t_728653_b_none_tn_4,22:10:00,22:10:00,781727,8,,0,0,7703.23711984639,0,,,,,1,1,,,,
t_728653_b_none_tn_4,22:14:00,22:14:00,781724,9,,0,0,10154.99561281,0,,,,,1,1,,,,
t_728653_b_none_tn_5,22:07:00,22:07:00,781741,1,,0,0,0,0,,,,,1,1,,,,
t_728653_b_none_tn_5,22:09:00,22:09:00,781739,2,,0,0,789.174770670872,0,,,,,1,1,,,,
t_728653_b_none_tn_5,22:10:00,22:10:00,781737,3,,0,0,1496.47423912102,0,,,,,1,1,,,,
t_728653_b_none_tn_5,22:11:00,22:11:00,781735,4,,0,0,1892.63578008763,0,,,,,1,1,,,,
t_728653_b_none_tn_5,22:13:00,22:13:00,781733,5,,0,0,2582.77545428344,0,,,,,1,1,,,,
t_728653_b_none_tn_5,22:21:00,22:24:00,781716,6,,0,0,4860.76694723435,0,,,,,1,1,,,,
t_728653_b_none_tn_5,22:27:00,22:27:00,781729,7,,0,0,6013.58220485545,0,,,,,1,1,,,,
t_728653_b_none_tn_5,22:30:00,22:30:00,781727,8,,0,0,7703.23711984639,0,,,,,1,1,,,,
t_728653_b_none_tn_5,22:34:00,22:34:00,781724,9,,0,0,10154.99561281,0,,,,,1,1,,,,
t_728653_b_none_tn_6,22:27:00,22:27:00,781741,1,,0,0,0,0,,,,,1,1,,,,
t_728653_b_none_tn_6,22:29:00,22:29:00,781739,2,,0,0,789.174770670872,0,,,,,1,1,,,,
t_728653_b_none_tn_6,22:30:00,22:30:00,781737,3,,0,0,1496.47423912102,0,,,,,1,1,,,,
t_728653_b_none_tn_6,22:31:00,22:31:00,781735,4,,0,0,1892.63578008763,0,,,,,1,1,,,,
t_728653_b_none_tn_6,22:33:00,22:33:00,781733,5,,0,0,2582.77545428344,0,,,,,1,1,,,,
t_728653_b_none_tn_6,22:41:00,22:44:00,781716,6,,0,0,4860.76694723435,0,,,,,1,1,,,,
t_728653_b_none_tn_6,22:47:00,22:47:00,781729,7,,0,0,6013.58220485545,0,,,,,1,1,,,,
t_728653_b_none_tn_6,22:50:00,22:50:00,781727,8,,0,0,7703.23711984639,0,,,,,1,1,,,,
t_728653_b_none_tn_6,22:54:00,22:54:00,781724,9,,0,0,10154.99561281,0,,,,,1,1,,,,
t_728653_b_none_tn_7,22:47:00,22:47:00,781741,1,,0,0,0,0,,,,,1,1,,,,
t_728653_b_none_tn_7,22:49:00,22:49:00,781739,2,,0,0,789.174770670872,0,,,,,1,1,,,,
t_728653_b_none_tn_7,22:50:00,22:50:00,781737,3,,0,0,1496.47423912102,0,,,,,1,1,,,,
t_728653_b_none_tn_7,22:51:00,22:51:00,781735,4,,0,0,1892.63578008763,0,,,,,1,1,,,,
t_728653_b_none_tn_7,22:53:00,22:53:00,781733,5,,0,0,2582.77545428344,0,,,,,1,1,,,,
t_728653_b_none_tn_7,23:01:00,23:04:00,781716,6,,0,0,4860.76694723435,0,,,,,1,1,,,,
t_728653_b_none_tn_7,23:07:00,23:07:00,781729,7,,0,0,6013.58220485545,0,,,,,1,1,,,,
t_728653_b_none_tn_7,23:10:00,23:10:00,781727,8,,0,0,7703.23711984639,0,,,,,1,1,,,,
t_728653_b_none_tn_7,23:14:00,23:14:00,781724,9,,0,0,10154.99561281,0,,,,,1,1,,,,
t_728653_b_none_tn_8,23:07:00,23:07:00,781741,1,,0,0,0,0,,,,,1,1,,,,
t_728653_b_none_tn_8,23:09:00,23:09:00,781739,2,,0,0,789.174770670872,0,,,,,1,1,,,,
t_728653_b_none_tn_8,23:10:00,23:10:00,781737,3,,0,0,1496.47423912102,0,,,,,1,1,,,,
t_728653_b_none_tn_8,23:11:00,23:11:00,781735,4,,0,0,1892.63578008763,0,,,,,1,1,,,,
t_728653_b_none_tn_8,23:13:00,23:13:00,781733,5,,0,0,2582.77545428344,0,,,,,1,1,,,,
t_728653_b_none_tn_8,23:21:00,23:24:00,781716,6,,0,0,4860.76694723435,0,,,,,1,1,,,,
t_728653_b_none_tn_8,23:27:00,23:27:00,781729,7,,0,0,6013.58220485545,0,,,,,1,1,,,,
t_728653_b_none_tn_8,23:30:00,23:30:00,781727,8,,0,0,7703.23711984639,0,,,,,1,1,,,,
t_728653_b_none_tn_8,23:34:00,23:34:00,781724,9,,0,0,10154.99561281,0,,,,,1,1,,,,
t_728654_b_none_tn_0,20:32:00,20:32:00,781741,1,,0,0,0,0,,,,,1,1,,,,
t_728654_b_none_tn_0,20:34:00,20:34:00,781739,2,,0,0,789.174770670872,0,,,,,1,1,,,,
t_728654_b_none_tn_0,20:35:00,20:35:00,781737,3,,0,0,1496.47423912102,0,,,,,1,1,,,,
t_728654_b_none_tn_0,20:36:00,20:36:00,781735,4,,0,0,1892.63578008763,0,,,,,1,1,,,,
t_728654_b_none_tn_0,20:38:00,20:38:00,781733,5,,0,0,2582.77545428344,0,,,,,1,1,,,,
t_728654_b_none_tn_0,20:46:00,20:49:00,781716,6,,0,0,4860.76694723435,0,,,,,1,1,,,,
t_728654_b_none_tn_0,20:52:00,20:52:00,781729,7,,0,0,6013.58220485545,0,,,,,1,1,,,,
t_728654_b_none_tn_0,20:55:00,20:55:00,781727,8,,0,0,7703.23711984639,0,,,,,1,1,,,,
t_728654_b_none_tn_0,20:59:00,20:59:00,781724,9,,0,0,10154.99561281,0,,,,,1,1,,,,
t_728655_b_none_tn_0,23:35:00,23:35:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728655_b_none_tn_0,23:39:00,23:39:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728655_b_none_tn_0,23:42:00,23:42:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728655_b_none_tn_0,23:48:00,23:48:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728655_b_none_tn_0,23:56:00,23:56:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728655_b_none_tn_0,23:58:00,23:58:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728655_b_none_tn_0,23:59:00,23:59:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728655_b_none_tn_0,24:00:00,24:00:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728655_b_none_tn_0,24:02:00,24:02:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728656_b_19736_tn_0,09:31:00,09:31:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728656_b_19736_tn_0,09:35:00,09:35:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728656_b_19736_tn_0,09:38:00,09:38:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728656_b_19736_tn_0,09:39:00,09:43:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728656_b_19736_tn_0,09:51:00,09:51:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728656_b_19736_tn_0,09:53:00,09:53:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728656_b_19736_tn_0,09:54:00,09:54:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728656_b_19736_tn_0,09:55:00,09:55:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728656_b_19736_tn_0,09:57:00,09:57:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728657_b_19736_tn_0,09:46:00,09:46:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728657_b_19736_tn_0,09:50:00,09:50:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728657_b_19736_tn_0,09:53:00,09:53:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728657_b_19736_tn_0,09:54:00,09:58:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728657_b_19736_tn_0,10:06:00,10:06:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728657_b_19736_tn_0,10:08:00,10:08:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728657_b_19736_tn_0,10:09:00,10:09:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728657_b_19736_tn_0,10:10:00,10:10:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728657_b_19736_tn_0,10:12:00,10:12:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_1,09:57:00,09:57:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_1,10:01:00,10:01:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_1,10:04:00,10:04:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_1,10:10:00,10:10:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_1,10:18:00,10:18:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_1,10:20:00,10:20:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_1,10:21:00,10:21:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_1,10:22:00,10:22:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_1,10:24:00,10:24:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_10,11:27:00,11:27:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_10,11:31:00,11:31:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_10,11:34:00,11:34:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_10,11:40:00,11:40:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_10,11:48:00,11:48:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_10,11:50:00,11:50:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_10,11:51:00,11:51:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_10,11:52:00,11:52:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_10,11:54:00,11:54:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_11,11:37:00,11:37:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_11,11:41:00,11:41:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_11,11:44:00,11:44:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_11,11:50:00,11:50:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_11,11:58:00,11:58:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_11,12:00:00,12:00:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_11,12:01:00,12:01:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_11,12:02:00,12:02:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_11,12:04:00,12:04:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_12,11:47:00,11:47:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_12,11:51:00,11:51:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_12,11:54:00,11:54:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_12,12:00:00,12:00:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_12,12:08:00,12:08:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_12,12:10:00,12:10:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_12,12:11:00,12:11:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_12,12:12:00,12:12:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_12,12:14:00,12:14:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_13,11:57:00,11:57:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_13,12:01:00,12:01:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_13,12:04:00,12:04:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_13,12:10:00,12:10:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_13,12:18:00,12:18:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_13,12:20:00,12:20:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_13,12:21:00,12:21:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_13,12:22:00,12:22:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_13,12:24:00,12:24:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_14,12:07:00,12:07:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_14,12:11:00,12:11:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_14,12:14:00,12:14:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_14,12:20:00,12:20:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_14,12:28:00,12:28:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_14,12:30:00,12:30:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_14,12:31:00,12:31:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_14,12:32:00,12:32:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_14,12:34:00,12:34:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_15,12:17:00,12:17:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_15,12:21:00,12:21:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_15,12:24:00,12:24:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_15,12:30:00,12:30:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_15,12:38:00,12:38:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_15,12:40:00,12:40:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_15,12:41:00,12:41:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_15,12:42:00,12:42:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_15,12:44:00,12:44:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_16,12:27:00,12:27:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_16,12:31:00,12:31:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_16,12:34:00,12:34:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_16,12:40:00,12:40:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_16,12:48:00,12:48:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_16,12:50:00,12:50:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_16,12:51:00,12:51:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_16,12:52:00,12:52:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_16,12:54:00,12:54:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_17,12:37:00,12:37:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_17,12:41:00,12:41:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_17,12:44:00,12:44:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_17,12:50:00,12:50:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_17,12:58:00,12:58:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_17,13:00:00,13:00:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_17,13:01:00,13:01:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_17,13:02:00,13:02:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_17,13:04:00,13:04:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_18,12:47:00,12:47:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_18,12:51:00,12:51:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_18,12:54:00,12:54:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_18,13:00:00,13:00:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_18,13:08:00,13:08:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_18,13:10:00,13:10:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_18,13:11:00,13:11:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_18,13:12:00,13:12:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_18,13:14:00,13:14:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_19,12:57:00,12:57:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_19,13:01:00,13:01:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_19,13:04:00,13:04:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_19,13:10:00,13:10:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_19,13:18:00,13:18:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_19,13:20:00,13:20:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_19,13:21:00,13:21:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_19,13:22:00,13:22:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_19,13:24:00,13:24:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_2,10:07:00,10:07:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_2,10:11:00,10:11:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_2,10:14:00,10:14:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_2,10:20:00,10:20:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_2,10:28:00,10:28:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_2,10:30:00,10:30:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_2,10:31:00,10:31:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_2,10:32:00,10:32:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_2,10:34:00,10:34:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_20,13:07:00,13:07:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_20,13:11:00,13:11:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_20,13:14:00,13:14:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_20,13:20:00,13:20:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_20,13:28:00,13:28:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_20,13:30:00,13:30:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_20,13:31:00,13:31:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_20,13:32:00,13:32:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_20,13:34:00,13:34:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_21,13:17:00,13:17:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_21,13:21:00,13:21:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_21,13:24:00,13:24:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_21,13:30:00,13:30:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_21,13:38:00,13:38:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_21,13:40:00,13:40:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_21,13:41:00,13:41:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_21,13:42:00,13:42:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_21,13:44:00,13:44:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_22,13:27:00,13:27:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_22,13:31:00,13:31:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_22,13:34:00,13:34:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_22,13:40:00,13:40:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_22,13:48:00,13:48:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_22,13:50:00,13:50:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_22,13:51:00,13:51:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_22,13:52:00,13:52:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_22,13:54:00,13:54:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_23,13:37:00,13:37:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_23,13:41:00,13:41:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_23,13:44:00,13:44:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_23,13:50:00,13:50:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_23,13:58:00,13:58:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_23,14:00:00,14:00:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_23,14:01:00,14:01:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_23,14:02:00,14:02:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_23,14:04:00,14:04:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_24,13:47:00,13:47:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_24,13:51:00,13:51:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_24,13:54:00,13:54:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_24,14:00:00,14:00:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_24,14:08:00,14:08:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
t_728658_b_19736_tn_24,14:10:00,14:10:00,781734,6,,0,0,8309.68860106667,0,,,,,1,1,,,,
t_728658_b_19736_tn_24,14:11:00,14:11:00,781736,7,,0,0,8703.75797646155,0,,,,,1,1,,,,
t_728658_b_19736_tn_24,14:12:00,14:12:00,781738,8,,0,0,9409.53711912621,0,,,,,1,1,,,,
t_728658_b_19736_tn_24,14:14:00,14:14:00,781740,9,,0,0,10197.16945106,0,,,,,1,1,,,,
t_728658_b_19736_tn_25,13:57:00,13:57:00,781723,1,,0,0,0,0,,,,,1,1,,,,
t_728658_b_19736_tn_25,14:01:00,14:01:00,781726,2,,0,0,2472.50585604836,0,,,,,1,1,,,,
t_728658_b_19736_tn_25,14:04:00,14:04:00,781728,3,,0,0,4165.39868326235,0,,,,,1,1,,,,
t_728658_b_19736_tn_25,14:10:00,14:10:00,781715,4,,0,0,5338.74574548777,0,,,,,1,1,,,,
t_728658_b_19736_tn_25,14:18:00,14:18:00,781732,5,,0,0,7618.19989138897,0,,,,,1,1,,,,
